stimulus_id,all_genders,voice_type,voice_age,voice_gender,voice_exagg,title,description,upload_date,download
f6C_P7xu2fc,Girls/women,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,AniMagic Goes Wild Interactive Plush - Smyths Toys,"Meet Peri the baby penguin from AniMagic, look how cute and fluffy he is. Peri needs the love and care of a child to feel safe and warm. Give Peri a cuddle to hear him chirp happily and see his eyes glow softly. Peri comes with his own little home. When placed inside his igloo, he will feel safe and warm fall asleep and start to snore. Peri loves to play with his friend and when your child takes him out of the igloo, he will wake up and chirp excitedly. Peri is the cutest baby penguin.
Meet Arty the baby owl from AniMagic, look how cute and fluffy he is. Arty needs the love and care of a child to feel safe and warm. Give Arty a cuddle to hear him chirp happily and see his eyes glow softly. Arty comes with his own little home. When placed inside his tree, he will feel safe and warm fall asleep and start to snore. Arty loves to play with his friend and when your child takes him out of the tree, he will wake up and chirp excitedly. Arty is the cutest baby owl.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/animagic-goes-wild-owl-interactive-pet/p/177866
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190802,True
0YThUgMIgac,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Rummikub Classic Game,"Rummikub Classic is the numbers strategy game that's never the same. The object of the game is go ""Rummikub"" being the first player to place all the tiles from their rack onto the table. Lay down sets of ""groups"" (three or four tiles in the same number but different colour) or ""runs"" (three or more consecutive numbers of the same colour). Bring excitement to your game by ""manipulating"" the tiles already on the table to a player's advantage, rearrange or add to existing sets in or to use up a tile from their rack!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/family-board-games/rummikub-classic-game/p/145294",20170904,True
NGgyM6U8HQQ,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Peppa Pig Splash and Reveal Activity 27cm Plush Toy - Smyths Toys,"Peppa Pig Splash and Reveal Peppa combines a cute and cuddly plush, with a fun creative activity, encouraging creative and imaginative play in little ones!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/peppa-pig/peppa-pig-splash-and-reveal-activity-27cm-plush-toy/p/199797

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/peppa-pig/c/SM06010321

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210923,True
Zie8xaLG8_M,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Fireman Sam Fire Rescue Centre - Smyths Toys,"Open up the feature-packed Fire Station to reveal the fire fighters' headquarters. There’s a working zipwire, platform with pulley and training dolly, control centre unit, plus more! Also includes articulated Fireman Sam figure. Use the carry handle to take Sam and the Rescue Centre to the next mission! Scaled for use with other Little Character Fireman Sam toys. Fire engine sold separately.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/fireman-sam/fireman-sam-fire-rescue-centre/p/189554

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/fireman-sam/c/SM06010310

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200828,True
JUaDM8hQBqw,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Woofles My Playful Puppy - Smyths Toys,"Woofles is your real-life playful puppy pal with the most amazing life like movement! He's the most realistic pup you’ve ever seen! Stroke his head and he'll make cute puppy sounds as he get's ready to play. You can even talk to him or use his squeaky bone toy and he'll react to you, moving around and barking along happily! For ages 3 years plus.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/soft-toys/woofles-my-playful-puppy/p/167997

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180907,True
Dvcp5sr5AcA,Boys/men,There are no voices,There are no voices,There are no voices,There are no voices,Marvel Legends Series Iron Man Nano Gauntlet- Smyths Toys,"With over 80 years of entertainment history, Marvel has become a cornerstone of fan collections around the world.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/marvel-legends/marvel-legends-series-iron-man-nano-gauntlet/p/200088

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210804,True
IgiFNotHmKg,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BABY born City Remote Control Scooter- Smyths Toys,"Make way for BABY born’s City RC Scooter! BABY born can travel in all directions with the multi-directional controller. BABY born can sit comfortably on the Scooter seat and has easy grip handlebars to hold on to. When BABY born wants to turn, flashing indicator lights tell which way she is going. The City Scooter also features a stabiliser to keep the Scooter upright. Also includes two sticker sheets to decorate BABY born's scooter and really stand out from the crowd. Suitable for dolls up to 43cm (doll not included).

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/baby-born/baby-born-city-rc-scooter/p/165852

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/baby-born/c/SM06010402

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20181009,True
sv3SUIunbL0,Boys/men,BOTH spoken and sung,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Phlat Ball Classic Assortment - Smyths Toys,"Is it a ball? Is it a disc? It's the Phlat Ball! Handy to take with you, great to play with! Throw a disc and catch a ball!

Buy online at https://www.smythstoys.com/uk/en-gb/outdoor/garden-games-and-accessories/garden-games/phlat-ball-classic-assortment/p/175911

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200320,True
ttsmGXduEb0,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Wild Science Cake Soap Factory - Smyths Toys,"Who would have thought there was so much science in a cake of soap?!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/educational-toys/wild-science-cake-soap-factory/p/173928

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210409,True
aUOl_DWdEu8,Girls/women,Spoken,Children,Feminine,"No, all voices are normal-sounding",Shimmer and Shine - Shimmer Doll & Magical Flying Zahracorn - Smyths Toys,"Meet Zoomdust and Zahrora! They are Shimmer and Shine's magical flying Zahracorns! In special episodes of Shimmer and Shine, the genies ride their winged Zahracorn’s up into the magical world of Zahramay Skies! Inspired by these magical television moments, these beautiful Zahracorn toys come to life with realistic fluttering wings, over 35 sounds, phrases and songs, and a special surprise! When kids bring the genie dolls close to the Zahracorns, the Zahracorns will give them a sweet nuzzle and kiss!

For even more added fun, kids can use the Zahracorn's tail as a handle to pretend to fly around Zahramay Skies! The Zahracorns feature sparkly pink wings and golden saddles the genies can sit on. The dolls stand approximately 15 cm and each come dressed in an iridescent skirt, shoes and matching genie bracelets. They feature cool colour- streaked hair little ones will love to brush and style. Toy does not actually fly.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/shimmer-and-shine/shimmer-and-shine-shimmer-doll-and-magical-flying-zahracorn/p/167884

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180928,True
JBT_A2TyPCQ,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - SuperGraph,"Use the amazing SuperGraph special optical viewer to copy a cartoon or any picture inserted in the picture easel. You can remove the picture easel to draw a landscape, still life or a friend. SuperGraph is portable and lightweight, the studio can be taken with you everywhere.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/drawing-boards/supergraph/p/100846",20170904,True
Or8zUkmZGNc,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",PAW Patrol Mighty Pups Super PAWs Lookout Tower Playset with Lights and Sounds - Smyths Toys,"The Mighty Pups are ready for mighty action in the PAW Patrol Mighty Lookout Tower! Standing at an impressive 83 cm tall, this action- packed tower is the ultimate PAW Patrol headquarters.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/paw-patrol/paw-patrol-mighty-pups-super-paws-lookout-tower-playset-with-lights-and-sounds/p/175181

Browse our PAW Patrol range at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/paw-patrol/c/SM06010350

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190904,True
g0DI5tPiPPM,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - Deluxe Charm Bracelets & Shamballa Fire Jewellery,"Use the glittery beads and quality components provided to make necklaces, bracelets and earrings that look just as good as anything you can buy in the shops. Perfect to give as gifts to family and friends, or wear yourself!",20140808,True
MUq2VCSi-bs,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Micro Toy Box Toy Shop Playset - Smyths Toys,"Build your own toy shop to display all your best micro toys and games!

Buy online at  https://www.smythstoys.com/ie/en-ie/toys/pocket-money/micro-toy-box-toy-shop-playset/p/200638

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20220125,True
Kgdwd6Pqip4,Mixed,There are no voices,There are no voices,There are no voices,There are no voices,K'Nex Building Sets - Smyths Toys,"Any creation is possible with K'Nex Building Sets!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/k-nex/k-nex-50-model-budding-builders-building-set/p/161321

Browse our K'Nex range at https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/k-nex/c/SM06010215

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210309,True
